Tkl,TklW,Def 3rd tk,Mid 3rd tk,Att 3rd tk,Tkl%,Press,Succ,Press%,PressDef 3rd,PressMid 3rd,PressAtt 3rd,Blocks,ShotsBlock,ShSv,Pass,Int,Clr,Err,Rk,W,D,L,GF,GA,GDiff,Pts,Poss,Gls,Ast,PK,PKatt,CrdY,CrdR,G+A,G-PK,G+A-PK
1.0,0.8431596407536176,0.5444809005595546,0.7773788822140771,0.7521349922172129,0.16584772764374,0.3416021385218363,0.5203669086886653,0.4552185407368388,0.19352416439625209,0.36279202992971393,0.22718956195173154,0.1161163764095886,-0.28774225702996825,0.2631927792727551,0.2809351574677312,0.6093150965653698,0.3645042410285322,0.11222500909900507,-0.07332418825909501,0.1810035929640657,-0.2906564928458008,-0.037439938493907435,0.07684389059574274,-0.08684449853652691,0.09486355325458203,0.13633239806774913,-0.14165658616281304,0.05217081257714302,0.19373959571014562,-0.18937930171613188,-0.20955377205467118,0.4315979860265183,0.03577790697357693,0.124131143906426,0.12356825873128564,0.16367676440751588
0.8431596407536176,1.0,0.4870051185166448,0.5703368398711045,0.7663314870864264,0.011593435561589815,0.19831990612499759,0.4837554142812564,0.6145017899005296,0.00010726802280228037,0.24718514755355017,0.21116793519525057,-0.08412974921634964,-0.40735619902953174,0.18863646138705703,0.09099368748213633,0.5458659055888557,0.17809142803112196,-0.026546884383568697,-0.09293826346659323,0.19648533949768932,-0.45239510747529343,0.025667386021594858,-0.07097218738501222,-0.06243060142517059,0.00407057526719553,0.12504484627452392,0.14772066804750655,-0.09166734026186124,-0.038806488762766704,-0.164982054182467,-0.21010798311586512,0.3175127314306677,0.2977067386981551,-0.06601175647913199,-0.0390175275556345,-0.03915804194134705
0.5444809005595546,0.4870051185166448,1.0,-0.06304152390786107,0.08917260363897432,0.57391972029971,0.021809610535850815,-0.10704336991311691,-0.20956870544793146,0.5000155331805699,-0.07297112372089759,-0.43359850961439217,-0.2979101416576952,-0.04780018590230044,0.5179929832057844,-0.34482840039606444,0.1907976178423326,0.2655719260444613,0.5932653911606254,0.35815850264566657,-0.30256834321926757,-0.20292183542596892,0.39626403616665695,-0.2737144084383535,0.4434070114328876,-0.42407759392105643,-0.3433748586800892,-0.2354390123266267,-0.33336980567058266,-0.30376802341055514,0.040273260480227474,-0.13207982711188782,0.2632058936832406,0.22164668516631134,-0.32638291024560073,-0.36506142481481213,-0.34155672470595283
0.7773788822140771,0.5703368398711045,-0.06304152390786107,1.0,0.675096764949002,-0.15428558852086435,0.4632832930890273,0.6762817738868259,0.5375498841204267,-0.03829730462947953,0.5641124044961259,0.5633089014582193,0.3341733918714006,-0.2767532979630175,0.027982417302823803,0.5448122755656442,0.669409902729247,0.2811506147533796,-0.18501883325826327,-0.31977432515335086,0.40391819271608403,-0.14073512548506972,-0.3295877191189141,0.2618517207918058,-0.44549401018068924,0.41939205205503854,0.3893813377047827,-0.12487913010825723,0.2757232125626351,0.4355590507886745,-0.297056911609982,-0.23452896404722595,0.3149432206849608,-0.21198209893030007,0.3613775677520242,0.39573369582490864,0.42780388758811905
0.7521349922172129,0.7663314870864264,0.08917260363897432,0.675096764949002,1.0,-0.2079071884032165,0.14627049119635083,0.5649100243864422,0.8423561050605183,-0.2191536775806649,0.18670141848891414,0.421393682529822,0.26436390703548746,-0.31482825997117964,-0.15398371554332066,0.47686159029028125,0.3060931132901102,0.1463561649743059,-0.36830596157003326,-0.2636921315958499,0.3497295650855822,-0.3178884625298483,-0.19040362822939122,0.2367139801092724,-0.20334407806739968,0.2509715124856781,0.30427660896663594,0.23889404416364848,0.23677697877028916,0.32753544922037425,-0.0960773689359379,0.035594675122685666,0.3141369835467106,0.15508328991759882,0.289138892155259,0.28798493591290963,0.3128972283249306
0.16584772764374,0.011593435561589815,0.57391972029971,-0.15428558852086435,-0.2079071884032165,1.0,0.381803907860255,0.08785662166426877,-0.44004413177320867,0.7759529080670816,0.2944612906414892,-0.2591728130765446,-0.2825180722025982,-0.09869661124372323,0.4698674823438312,-0.30148840592874443,0.3109781109493967,0.2731747839990857,0.7042435328709855,0.4679772381406917,-0.4395199133010596,-0.060363058255836315,0.4620679383127168,-0.6070690625094612,0.3444513206056102,-0.5298369055236685,-0.4594968329307443,-0.5174282922420326,-0.649037535193216,-0.4720062589419978,-0.15064146416307736,-0.31354536762617186,-0.15374804231226813,-0.15216769162538085,-0.5866448809160043,-0.6437557694628663,-0.5756437162891122
0.3416021385218363,0.19831990612499759,0.021809610535850815,0.4632832930890273,0.14627049119635083,0.381803907860255,1.0,0.8540005905864281,0.00011093014320539532,0.6936461527271361,0.9710702393919918,0.6572145799332964,0.06418019926162793,0.08634919319692039,0.04741224109234806,0.03791436494623153,0.6512848213425511,0.6638638431239235,0.3314608339814102,0.35939273624900064,-0.3875745683058678,0.06751830354385192,0.34896246294336003,-0.3709544840803685,0.15627137198557492,-0.2889171142661267,-0.384946450023165,-0.48299798414195627,-0.3423348767456884,0.002845422904652042,-0.788903541906296,-0.735605777112328,0.0313006491444989,-0.12779950017872538,-0.1992804246472723,-0.11725861066811982,-0.06313328696216997
0.5203669086886653,0.4837554142812564,-0.10704336991311691,0.6762817738868259,0.5649100243864422,0.08785662166426877,0.8540005905864281,1.0,0.5187290061234037,0.3398257040179414,0.887880459459455,0.7787740917458574,0.15000421422737076,-0.14403268467776306,-0.2030884655153256,0.25402755112515046,0.6679042304633572,0.49912417506074735,0.04510311001362843,0.03843677618148774,-0.034400281736099825,-0.06851688321671671,0.06706889572015107,-0.1162950738602513,-0.10778023686827196,0.010193384288651441,-0.04665902726729815,-0.14212888698771634,-0.09196713497772048,0.17534169096136146,-0.6316181730896779,-0.5303003445620443,0.06251654621617418,-0.08555260459050429,0.025154102484202846,0.10385413904438885,0.1388073136351154
0.4552185407368388,0.6145017899005296,-0.20956870544793146,0.5375498841204267,0.8423561050605183,-0.44004413177320867,0.00011093014320539532,0.5187290061234037,1.0,-0.47215440126270997,0.11717842394993042,0.3943529503548872,0.14125409338704692,-0.44018284063718066,-0.48123609211353385,0.38486982304812006,0.20903717260247773,-0.1307469740486178,-0.42777348107945334,-0.4964828932136336,0.5485723669585936,-0.22907670924411797,-0.42924208556632115,0.390844629793568,-0.44280161693723286,0.4831982714112974,0.5224685068772074,0.554674938642891,0.3855504417917969,0.31123080128284336,0.08447348779184623,0.18912570562964834,0.09071146373892677,0.06497082710105524,0.3659952565212546,0.39131395120551604,0.3602918670737202
0.19352416439625209,0.00010726802280228037,0.5000155331805699,-0.03829730462947953,-0.2191536775806649,0.7759529080670816,0.6936461527271361,0.3398257040179414,-0.47215440126270997,1.0,0.5783920410125415,-0.03262639376926431,-0.12893540650834837,0.24667230260194883,0.44599815801273707,-0.27711397719649933,0.44089539590178806,0.6116900862092889,0.6062620110013728,0.5581960458011281,-0.5694624325691877,-0.06675704480982389,0.5931287843625643,-0.4136758402857354,0.48321321197605527,-0.5207737494519251,-0.593425435385234,-0.6318645289803633,-0.4239297115275749,-0.11670964164371532,-0.4570828565867348,-0.5301502495169319,-0.19376083369286257,-0.1773193881173051,-0.2998749863818725,-0.30857574591591885,-0.22364161745821884
